Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
159300.0,1.98600732858881,0.0329763501356913,-1.82147414234564,0.541133051369555,0.131327720994594,-1.44112125159003,0.286112145636599,-0.363430413578016,0.688049398769948,-0.473366314958424,-0.583969855151189,-0.305421760548879,-0.576116731388628,-0.607389052283547,0.980299812857636,0.27946401024751,0.378841865362263,0.630689361552828,-0.386292903685694,-0.154928425408332,0.204390469585666,0.642494414461565,-0.0684483013556927,-0.188522772979307,0.237027476408677,-0.096763616301262,-0.0144561839059593,-0.0265916083855186,45.5,0
133428.0,-0.412783780655389,1.40118352063132,-0.518026918819926,-0.691466751524373,0.860858332804689,-0.168406968701882,0.336753901066869,-1.53208744855814,-0.237449983890212,-0.542560627279293,1.21428209543201,0.953942312300063,0.225816370535044,-0.828372624342396,-0.975400206443785,0.429002635698173,0.321485226678668,0.132094329750786,-0.0904369605447554,-0.291414619359864,1.25275010127011,-1.16758953007636,0.322494624152545,0.583179901277398,-0.432087853665158,0.103917383941487,0.298270713516253,0.0894990195657383,4.49,0
50451.0,-1.74355882218292,-0.707944205588844,2.83384033769404,0.20916726464963,0.855780198046799,-0.183301129692592,-0.680666048175441,0.304592354717267,0.277563570911873,-0.149339895069019,1.11691760101032,0.138774027108303,-0.913818504264453,-0.131651720843333,0.59727708028638,0.869069587663504,-1.09602998354487,0.797634732086268,-1.51151706301708,-0.159929951062555,0.354638693648245,1.03300852502388,-0.279264627423368,0.0179415813975337,-0.0811453045351058,-0.41937701627347,-0.127638430891364,-0.0279389789076161,23.0,0
161135.0,-3.27749562118746,-1.35657511553655,-0.371753333146064,0.131610490342277,0.351990771804787,0.660080700657321,0.442413583337221,0.619969243905724,-0.53772910034515,-0.597809675559719,-0.257636455628646,0.140806958301549,-0.0522253782787748,0.654759897704197,0.360033736560407,0.496748418862808,-0.358934609004404,0.713664620440872,1.78602621808411,-0.335419872941564,-0.160659670642783,-0.280662639530744,-0.261862776397135,-0.244947609722737,0.515932305477467,0.802557707024622,-0.146076117296682,-1.11508592440596,158.0,0
19041.0,-0.716287958160697,0.387732202151595,2.66984477115668,-1.74847361934816,-0.184438521533727,-0.20253832498082,0.344291296510733,-0.111181574326154,2.54281039536041,-2.08735183540577,0.625913181220047,-2.02715895017641,1.56050697587865,0.928290430036029,0.206966957592957,-0.696139939629841,0.530514993571331,0.0611473750471067,-0.519241192606835,-0.0832169399061807,-0.126853169432546,0.217139849847511,-0.336689758355538,0.029920445190279,0.396642305844392,-0.813025664796757,-0.0671669689896121,-0.15477022938544,12.05,0
54234.0,1.1772643898341,0.0832713611996394,0.528298834972169,0.826376117981281,-0.22672623901259,0.108722014028941,-0.284674306927108,0.125862096027685,0.0857205437815888,0.122991444329382,0.581195021941777,0.61386618655064,0.058370388021699,0.340092596767409,0.610220339993715,0.881874285455304,-1.1277306770853,0.7181032609096,0.159113959202765,-0.053753200673485,-0.111305606848816,-0.40040792753092,-0.0491361073355506,-0.539556341877718,0.378346952090907,-0.531586135972051,0.0338160652527851,0.02095475588469,26.89,0
56354.0,1.18015410885473,-0.099638652428081,0.478821455876792,0.0665523018560437,-0.811962228941929,-1.24971592881819,0.0244513082552112,-0.308528788894118,0.179483322787322,-0.231290678159669,0.145431304370853,0.740373526890309,0.939686035439864,0.0217359651980539,1.00458148311628,0.0968302823734783,-0.236364330188758,-0.455662971298122,-0.190336877226149,0.077141815274558,0.170150548627163,0.489241875548526,-0.107957396911719,0.836423646475422,0.387444906961909,1.16260886579747,-0.083307565946226,0.0141940710742329,51.8,0
144215.0,1.72195273064868,-0.182952473335269,-1.92588274967901,1.36859765315491,0.480858031489032,-0.974258902627376,0.915246701850025,-0.406751646545599,-0.309366138851965,0.403423581461594,0.914966792988875,1.12518939326662,-0.041369414906125,0.858159933862582,-1.09628283788473,-0.595450269069469,-0.393492332320334,-0.139784392489641,-0.0861909556312691,0.0182372464961404,0.298902671749629,0.7246512716228,-0.211326987297342,0.0543701614556708,0.510932197678901,-0.422418300544532,-0.0567019413070934,-0.0511966271829979,152.16,0
131998.0,2.08641716525238,0.198058778973074,-1.75591215998815,0.375068993178286,0.545480851374173,-0.777382599728903,0.223322289532338,-0.260949489105169,0.413104201245424,-0.395723213581852,-0.604441604044154,0.416791586956294,0.696675407321729,-0.974174769852644,0.150270762332518,0.333623591274094,0.382092774541408,-0.330915940701155,0.107697576624586,-0.112075300285791,-0.367927253067676,-0.923909535606514,0.313199013610374,0.395482412663975,-0.216789680812208,0.179317080056271,-0.0589522244966328,-0.0307328485312871,1.79,0
73102.0,1.13239371869349,-0.284648721205773,1.19762092775774,0.827485522667132,-0.996049703923418,0.13720031018104,-0.762227491928244,0.263016536497544,1.06980945578064,-0.257628313955625,-0.670820142740459,0.025136344527825,-0.919416157632032,-0.189942677053669,0.554778259641278,-0.0858003057292786,0.158857960716449,-0.569420486711354,-0.393908966764756,-0.188067914109417,-0.0732721466816158,-0.0332672728389571,0.0696838034497433,0.0842111219230307,0.148281394995779,0.349550032165632,0.0268050702341912,0.022225875300576,11.5,0
